class,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
-1,-1.451932543,0.000151722,-0.655078678,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,0.092920371,-0.175245565
-1,0.688737232,0.578470411,-0.814891982,0.542949964,0.170498593,-0.347964952,-0.552738472,-1.047503908,1.157144352,-0.082314437,-0.919195184,0.237827652,0.238240081,-0.099376322
1,0.688737232,0.641789976,-0.612863844,0.542949964,1.800669896,-0.347964952,-0.627497282,0.954650376,1.157144352,0.53504384,1.087908224,0.237827652,1.72050112,-0.195413339
-1,0.688737232,-1.13115783,-0.462096576,0.542949964,0.170498593,1.158912559,-0.377802856,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,-0.139591165,-0.082665881
1,0.688737232,0.627437541,0.048501903,0.542949964,1.528974679,-0.347964952,0.381746654,0.954650376,1.157144352,1.563974301,1.087908224,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,-0.976658093,1.263686078,0.542949964,0.170498593,-0.347964952,-0.066806206,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.279098086,-0.195413339
-1,0.688737232,0.099774504,-0.487224454,0.542949964,-1.45967271,1.661205062,1.054575945,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.627696903,-0.195413339
-1,0.688737232,-1.096543135,0.191228249,0.542949964,-1.45967271,-0.347964952,-0.503397657,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.3721027,-0.195413339
-1,-1.451932543,-1.328714871,0.576187339,0.542949964,0.985584244,-0.347964952,-0.627497282,-1.047503908,1.157144352,-0.288100529,1.087908224,0.237827652,-1.069637307,-0.164681494
1,0.688737232,0.655298149,0.224397048,0.542949964,1.528974679,1.661205062,2.325475716,0.954650376,1.157144352,2.38711867,1.087908224,0.237827652,1.24966526,-0.195413339
-1,-1.451932543,-1.012117049,-0.822932903,0.542949964,0.44219381,-0.347964952,-0.166983012,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.209176139,-0.194452969
1,0.688737232,-0.864371398,1.15412853,0.542949964,0.170498593,-0.347964952,0.232229034,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.195413339
-1,-1.451932543,-0.751240443,-0.805845946,0.542949964,0.170498593,-0.347964952,-0.066806206,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,0.092920371,-0.119736169
-1,0.688737232,-0.497962185,-0.303288388,0.542949964,0.170498593,1.661205062,0.019914013,-1.047503908,1.157144352,-0.288100529,1.087908224,0.237827652,1.348482663,-0.191379784
-1,0.688737232,-0.88547792,1.070703976,-1.783978455,0.713889027,1.661205062,-0.291082636,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.441687674,-0.195413339
-1,-1.451932543,1.471698401,-0.655078678,0.542949964,-0.644587059,-0.850257455,-0.664876687,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.488358468,-0.19022734
-1,0.688737232,-0.920092615,0.106798579,0.542949964,0.985584244,-0.347964952,-0.552738472,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.139591165,-0.195413339
1,-1.451932543,-1.004518701,-0.914398378,0.542949964,0.985584244,1.661205062,-0.578156467,0.954650376,1.157144352,1.769760393,-0.919195184,0.237827652,-0.604614236,-0.17639801
1,0.688737232,-0.822158355,-0.906357458,0.542949964,-1.45967271,1.661205062,-0.466018252,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,-0.400027925,-0.848060781,0.542949964,-0.916282276,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.488358468,-0.195413339
-1,-1.451932543,0.591978585,0.048501903,0.542949964,1.528974679,-0.347964952,3.372099056,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,4.626895314,-0.195413339
1,-1.451932543,1.562878574,1.564215498,0.542949964,-0.372891842,-0.347964952,0.019914013,0.954650376,1.157144352,0.123471655,1.087908224,0.237827652,-0.162842318,-0.195413339
-1,-1.451932543,-1.335468958,-0.88122958,0.542949964,0.170498593,-0.347964952,-0.365841446,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.3721027,-0.191956006
1,-1.451932543,-0.596740706,1.606430333,0.542949964,0.170498593,0.154327552,0.755540704,0.954650376,1.157144352,-0.082314437,-0.919195184,0.237827652,-0.645303754,-0.110132468
1,0.688737232,-0.892232007,0.006287068,-1.783978455,0.44219381,-0.347964952,0.007952604,0.954650376,1.157144352,-0.288100529,1.087908224,0.237827652,-0.604614236,-0.137791129
1,0.688737232,-0.801051834,1.254640042,0.542949964,1.528974679,-0.347964952,-0.466018252,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.488358468,-0.195413339
1,0.688737232,1.942795961,0.93601855,0.542949964,-1.731367927,-1.854842462,3.645716301,0.954650376,1.157144352,1.769760393,1.087908224,0.237827652,-0.895253655,-0.137791129
1,0.688737232,-1.138756178,0.149013414,0.542949964,-0.916282276,-0.347964952,-0.515359067,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.604614236,-0.195413339
1,0.688737232,0.430724761,-0.069096566,-1.783978455,-0.916282276,-0.347964952,-0.590117877,0.954650376,1.157144352,1.563974301,1.087908224,0.237827652,0.790454978,-0.195413339
1,0.688737232,0.55736389,1.078744897,0.542949964,1.800669896,-0.347964952,0.082711414,0.954650376,1.157144352,0.740829932,-0.919195184,0.237827652,1.953012655,-0.157766828
-1,0.688737232,-0.822158355,-0.647037758,0.542949964,-0.916282276,-0.347964952,-0.639458691,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.99971536,-0.195413339
-1,-1.451932543,1.718222572,0.350036438,0.542949964,-1.187977493,0.154327552,0.257647029,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.645303754,-0.195413339
-1,0.688737232,-0.793453486,-0.504311411,0.542949964,-1.187977493,-0.347964952,-0.627497282,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.139591165,-0.193492599
-1,0.688737232,1.760435615,-0.655078678,0.542949964,-1.45967271,-0.347964952,0.456505464,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.128187427
1,-1.451932543,2.478057346,0.048501903,0.542949964,-0.372891842,-0.347964952,0.531264274,0.954650376,1.157144352,0.329257748,-0.919195184,0.237827652,-1.069637307,-0.17639801
1,0.688737232,-0.962305658,0.174141292,0.542949964,0.44219381,-0.347964952,-0.153526426,0.954650376,-0.864196415,-0.493886621,-0.919195184,-3.111173978,-0.3721027,-0.195413339
1,0.688737232,-0.702273313,-0.15252112,0.542949964,0.170498593,0.154327552,-0.590117877,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.139591165,-0.195413339
-1,0.688737232,0.388511718,-0.872183544,-1.783978455,0.44219381,-0.347964952,-0.578156467,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.726514305,-0.195029191
-1,-1.451932543,0.901822321,-0.604822923,-1.783978455,0.170498593,-0.347964952,-0.664876687,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.197719049,-0.195221265
-1,0.688737232,-0.674412705,-0.788758989,0.542949964,-1.187977493,1.661205062,-0.639458691,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.209176139,-0.194452969
1,-1.451932543,0.374159283,-0.75559019,0.542949964,0.170498593,-0.347964952,-0.066806206,0.954650376,1.157144352,1.769760393,-0.919195184,0.237827652,-1.069637307,-0.107827579
-1,0.688737232,0.676404671,0.048501903,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,1.157144352,-0.082314437,-0.919195184,0.237827652,-0.970819904,-0.195221265
1,-1.451932543,-1.075436613,-0.069096566,-1.783978455,0.170498593,1.661205062,0.232229034,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.325431906,-0.195413339
-1,0.688737232,-0.364568969,-0.830973824,0.542949964,-0.372891842,-0.347964952,-0.528815652,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,0.092920371,-0.195413339
-1,0.688737232,0.071913895,-0.353544144,0.542949964,-1.45967271,-0.347964952,-0.615535872,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.3721027,-0.195413339
-1,0.688737232,-1.025625222,-0.655078678,-1.783978455,1.528974679,-0.347964952,-0.066806206,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.488358468,-0.191571858
1,-1.451932543,-0.758838791,1.204384286,0.542949964,0.985584244,-0.347964952,-0.540777062,0.954650376,1.157144352,0.53504384,1.087908224,0.237827652,-1.069637307,-0.08785188
1,0.688737232,0.70510954,0.291739761,0.542949964,0.985584244,-0.347964952,-0.652915277,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,0.092920371,-0.137791129
1,0.688737232,-0.751240443,-0.923444414,0.542949964,0.170498593,-0.850257455,0.007952604,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,-1.069637307,-0.195413339
1,-1.451932543,-0.687920879,-0.797805025,-1.783978455,0.985584244,-0.347964952,-0.216323826,0.954650376,1.157144352,-0.082314437,1.087908224,0.237827652,-0.604614236,-0.118583725
1,-1.451932543,-0.132397233,0.106798579,0.542949964,0.713889027,-1.352549959,0.007952604,0.954650376,1.157144352,0.53504384,1.087908224,0.237827652,-0.494171256,-0.099376322
1,-1.451932543,0.739724235,0.559100382,-1.783978455,0.985584244,1.661205062,1.727405235,0.954650376,1.157144352,2.38711867,-0.919195184,0.237827652,-1.069637307,0.24635694
1,-1.451932543,0.437478848,0.073629781,0.542949964,0.713889027,-0.347964952,0.830299514,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,0.572882799
-1,0.688737232,-0.047971147,-0.53748021,0.542949964,0.170498593,-0.347964952,-0.639458691,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.67419921,-0.195413339
1,-1.451932543,-0.540175228,-0.378672022,0.542949964,1.800669896,1.661205062,-0.403220851,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,1.022966513,-0.195413339
-1,0.688737232,-0.350216535,1.556174577,0.542949964,-0.372891842,0.154327552,-0.590117877,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,3.115570333,-0.195413339
1,0.688737232,0.000151722,-0.15252112,0.542949964,1.800669896,-0.347964952,0.830299514,0.954650376,1.157144352,0.123471655,1.087908224,0.237827652,0.616071326,0.242323386
-1,0.688737232,0.212061198,0.350036438,0.542949964,-0.372891842,-0.347964952,-0.627497282,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,1.505427949,-0.195413339
-1,0.688737232,-0.801051834,-0.487224454,0.542949964,-0.916282276,-0.347964952,-0.440600256,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.023335397,-0.195413339
-1,0.688737232,-0.04121706,-0.336457187,0.542949964,0.170498593,-0.347964952,0.082711414,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,-0.139591165,-0.187538304
-1,0.688737232,0.000151722,-0.856101702,0.542949964,0.170498593,0.154327552,-0.415182261,0.954650376,-0.864196415,-0.493886621,1.087908224,-3.111173978,0.790454978,-0.195413339
-1,0.688737232,-1.314362436,-0.328416266,0.542949964,0.44219381,-0.347964952,-0.639458691,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,-1.069637307,-0.194260895
1,0.688737232,-0.364568969,-0.62190988,0.542949964,1.528974679,1.661205062,0.85571751,0.954650376,1.157144352,1.358188209,-0.919195184,0.237827652,1.24966526,-0.036568112
-1,0.688737232,-0.540175228,-0.353544144,0.542949964,0.170498593,-0.347964952,-0.291082636,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,-1.069637307,-0.19118771
1,0.688737232,3.054687513,0.149013414,0.542949964,0.713889027,2.163497566,3.222581436,0.954650376,1.157144352,-0.288100529,1.087908224,0.237827652,-1.069637307,-0.195413339
1,-1.451932543,-1.075436613,0.953105507,0.542949964,0.44219381,-0.347964952,-0.178944421,0.954650376,1.157144352,0.740829932,1.087908224,0.237827652,-0.837125771,-0.080168918
-1,-1.451932543,-0.364568969,-0.898316537,0.542949964,-0.101196624,1.661205062,-0.627497282,-1.047503908,1.157144352,-0.288100529,1.087908224,0.237827652,0.511441135,-0.174669343
-1,-1.451932543,-1.012117049,-0.822932903,-1.783978455,0.170498593,-0.347964952,-0.365841446,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,10.55593947,-0.195029191
-1,0.688737232,-0.069077668,-0.637991722,0.542949964,-1.45967271,-0.347964952,-0.489941071,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,-1.069637307,-0.195413339
-1,-1.451932543,1.577231008,-0.788758989,0.542949964,-0.372891842,-0.347964952,-0.515359067,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.325431906,-0.172940677
-1,0.688737232,-0.04121706,-0.655078678,-1.783978455,0.44219381,-0.347964952,-0.652915277,-1.047503908,-0.864196415,-0.493886621,-0.919195184,-3.111173978,-0.139591165,-0.195413339
1,0.688737232,1.689517703,2.058732135,0.542949964,0.170498593,-0.347964952,1.876922855,0.954650376,1.157144352,1.358188209,-0.919195184,0.237827652,-1.069637307,-0.195413339
-1,-1.451932543,0.423126413,-0.898316537,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,1.157144352,1.563974301,-0.919195184,0.237827652,0.092920371,-0.191956006
1,0.688737232,0.169848155,-0.403799899,0.542949964,-0.101196624,-0.347964952,0.606023084,0.954650376,1.157144352,0.740829932,-0.919195184,0.237827652,0.116171524,-0.195413339
1,-1.451932543,-0.906584441,-0.353544144,0.542949964,-0.372891842,-0.347964952,-0.652915277,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.488358468,-0.195413339
-1,0.688737232,0.388511718,2.686929082,0.542949964,0.44219381,-0.347964952,-0.639458691,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.790454978,0.486833632
-1,0.688737232,1.619444051,-0.839014745,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.22678299,-0.195413339
-1,-1.451932543,-0.674412705,-0.789764104,0.542949964,0.985584244,-0.347964952,-0.540777062,-1.047503908,1.157144352,-0.288100529,1.087908224,0.237827652,0.092920371,-0.193300525
1,0.688737232,0.304085632,-0.052009609,0.542949964,1.800669896,1.661205062,1.054575945,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,3.063255238,-0.195413339
1,-1.451932543,2.266992131,3.264870274,0.542949964,-1.187977493,0.154327552,2.325475716,0.954650376,1.157144352,2.181332577,-0.919195184,0.237827652,-1.069637307,1.091482692
1,0.688737232,-0.280142883,-0.780718068,0.542949964,-0.101196624,-0.347964952,-0.377802856,0.954650376,1.157144352,0.123471655,1.087908224,0.237827652,1.232226895,-0.195413339
-1,0.688737232,0.000151722,-0.830973824,0.542949964,-0.916282276,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,1.139222281,0.19065547
-1,-1.451932543,0.015348418,-0.353544144,-1.783978455,-0.644587059,-0.850257455,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.139591165,-0.191571858
1,0.688737232,-1.025625222,0.350036438,0.542949964,0.44219381,1.661205062,-0.228285236,0.954650376,1.157144352,0.946616024,-0.919195184,0.237827652,-0.604614236,0.371973359
1,0.688737232,0.634191628,0.249524926,0.542949964,-0.101196624,-0.347964952,-0.279121227,0.954650376,1.157144352,0.53504384,1.087908224,0.237827652,-0.441856161,0.015291877
-1,0.688737232,-1.223182264,-0.295247467,0.542949964,-1.187977493,-0.347964952,-0.564699881,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.255846932,-0.195029191
-1,0.688737232,1.119641622,0.450547949,-1.783978455,0.170498593,-0.347964952,-0.178944421,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.139591165,-0.195029191
-1,0.688737232,-1.293255915,-0.956613213,-1.783978455,-0.372891842,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.720870004,-0.195413339
1,-1.451932543,0.810642148,0.350036438,0.542949964,0.985584244,-0.347964952,-0.515359067,0.954650376,1.157144352,0.123471655,1.087908224,0.237827652,-0.22678299,-0.195413339
1,0.688737232,-0.223577406,2.058732135,0.542949964,0.170498593,1.661205062,0.93047632,0.954650376,1.157144352,1.769760393,-0.919195184,0.237827652,-1.069637307,0.243091682
-1,-1.451932543,-0.455749142,-0.554567167,0.542949964,-0.644587059,-0.850257455,-0.664876687,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.534692288,-0.195221265
1,0.688737232,0.591978585,-0.286201431,0.542949964,0.44219381,-0.347964952,0.531264274,0.954650376,1.157144352,2.38711867,-0.919195184,0.237827652,1.156660646,0.062734163
1,0.688737232,-0.540175228,0.249524926,0.542949964,0.170498593,-0.347964952,-0.365841446,0.954650376,1.157144352,0.123471655,-0.919195184,0.237827652,-1.069637307,-0.195413339
1,-1.451932543,-0.28689697,-0.88122958,0.542949964,0.985584244,-0.347964952,-0.489941071,0.954650376,1.157144352,0.329257748,-0.919195184,0.237827652,-0.604614236,-0.195413339
1,0.688737232,3.533383421,2.611545449,0.542949964,-1.731367927,-1.854842462,-0.664876687,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,-0.765592878,1.355151554,-1.783978455,-0.101196624,-0.347964952,-0.216323826,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,0.572882799
-1,-1.451932543,-0.371323056,-0.705334434,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.534860775,-0.137791129
1,-1.451932543,-1.046731744,0.769169441,0.542949964,1.528974679,1.661205062,-0.440600256,0.954650376,1.157144352,0.946616024,-0.919195184,0.237827652,-0.511609622,-0.195413339
1,-1.451932543,-0.505560533,-0.956613213,0.542949964,0.170498593,-0.347964952,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,3.586829282,-8.42E-05,-0.195413339
-1,0.688737232,0.000151722,-0.948572292,-1.783978455,-1.45967271,-0.347964952,0.606023084,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,1.604245352,-0.195413339
-1,-1.451932543,-0.765592878,0.752082484,0.542949964,0.985584244,-0.347964952,-0.141565016,0.954650376,1.157144352,1.563974301,-0.919195184,0.237827652,-0.604614236,-0.005260045
-1,-1.451932543,-0.730133921,-0.705334434,0.542949964,0.985584244,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.3721027,-0.040025445
-1,0.688737232,-0.702273313,1.581302455,0.542949964,0.170498593,-0.347964952,-0.627497282,-1.047503908,1.157144352,-0.082314437,-0.919195184,0.237827652,-1.069637307,0.870981701
-1,-1.451932543,-0.174610276,-0.738503233,-1.783978455,1.800669896,-0.347964952,-0.365841446,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.557943442,-0.192916377
-1,-1.451932543,0.036454939,0.249524926,0.542949964,-1.45967271,-0.347964952,-0.291082636,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.511441135,-0.195413339
1,0.688737232,-0.385675491,-0.655078678,-1.783978455,0.44219381,-0.347964952,-0.552738472,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,0.441687674,0.009145508
-1,0.688737232,-1.03322357,1.237553085,0.542949964,0.170498593,0.154327552,-0.489941071,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,0.092920371,-0.194068821
-1,0.688737232,0.353052762,-0.471142612,0.542949964,0.44219381,-0.347964952,-0.627497282,-1.047503908,1.157144352,-0.082314437,-0.919195184,0.237827652,0.209176139,-0.195221265
-1,0.688737232,-1.075436613,-0.956613213,0.542949964,0.985584244,-0.347964952,-0.466018252,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.139591165,-0.195221265
1,-1.451932543,-0.23792984,-0.202776876,0.542949964,0.170498593,-0.347964952,-0.340423451,0.954650376,1.157144352,-0.288100529,1.087908224,0.237827652,1.086907185,-0.195413339
1,0.688737232,0.240766067,-0.102265365,0.542949964,-1.187977493,0.154327552,0.306987844,0.954650376,1.157144352,-0.082314437,-0.919195184,0.237827652,0.523066712,-0.078248178
-1,-1.451932543,0.141987547,-0.353544144,-1.783978455,-0.372891842,-0.347964952,-0.066806206,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.023335397,-0.195413339
1,0.688737232,1.887074744,0.978233385,0.542949964,0.713889027,-0.347964952,1.92626367,0.954650376,1.157144352,0.53504384,-0.919195184,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,-0.533421141,-0.75559019,0.542949964,-0.372891842,-0.347964952,-0.515359067,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.092920371,-0.195413339
-1,0.688737232,0.071913895,-0.521398368,-1.783978455,-0.916282276,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.3721027,-0.195413339
-1,-1.451932543,-0.88547792,0.048501903,-1.783978455,-1.731367927,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.195413339
1,-1.451932543,2.104894046,2.259755158,0.542949964,-0.644587059,-1.854842462,-0.664876687,0.954650376,1.157144352,2.592904762,-0.919195184,0.237827652,-1.069637307,-0.147971053
1,0.688737232,0.057561461,-0.923444414,-1.783978455,0.170498593,1.661205062,0.306987844,0.954650376,1.157144352,-0.288100529,1.087908224,0.237827652,1.441487277,1.341178937
1,-1.451932543,-0.93444505,1.422494266,0.542949964,0.170498593,1.661205062,1.129334755,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.906710745,-0.195413339
-1,-1.451932543,-0.111290711,0.149013414,0.542949964,-0.916282276,-0.347964952,0.979817135,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,-0.488358468,-0.195413339
-1,-1.451932543,-0.589986619,-0.821927788,0.542949964,-0.372891842,1.661205062,-0.141565016,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,1.255478049,-0.195413339
1,0.688737232,-0.7090274,1.27976792,0.542949964,1.800669896,1.661205062,-0.527320476,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.488358468,-0.195413339
-1,-1.451932543,0.000151722,1.304895798,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-8.42E-05,0.80337164
1,-1.451932543,0.064315548,-0.848060781,0.542949964,1.528974679,-0.347964952,-0.652915277,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,1.487989584,1.951398145
1,0.688737232,-0.645707836,-0.655078678,0.542949964,-1.45967271,1.661205062,-0.104185611,0.954650376,1.157144352,0.740829932,-0.919195184,0.237827652,0.092920371,-0.13260513
1,0.688737232,0.437478848,-0.931485335,-1.783978455,0.170498593,-0.347964952,-0.216323826,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.278929599,-0.173708973
-1,0.688737232,-0.146749667,-0.705334434,-1.783978455,-0.916282276,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.232427292,-0.195413339
1,-1.451932543,-0.632199662,-0.856101702,0.542949964,0.985584244,1.661205062,-0.291082636,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,-1.069637307,-0.065187144
-1,0.688737232,-0.877879572,-0.906357458,-1.783978455,0.170498593,1.661205062,-0.590117877,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.557943442,-0.156230236
-1,0.688737232,-0.012512191,2.159243647,0.542949964,0.170498593,-0.347964952,-0.515359067,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.3721027,-0.195413339
1,0.688737232,-0.737732269,-0.353544144,0.542949964,-0.101196624,-0.347964952,-0.279121227,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,0.441687674,-0.041754111
-1,0.688737232,0.500798412,-0.604822923,-1.783978455,0.170498593,0.154327552,-0.590117877,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.116340011,-0.118583725
-1,-1.451932543,-0.568880097,-0.052009609,0.542949964,0.44219381,-0.347964952,-0.365841446,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,1.022966513,-0.194260895
-1,0.688737232,0.402019892,-0.194735955,0.542949964,0.44219381,-0.347964952,-0.316500632,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,0.092920371,-0.195413339
1,-1.451932543,1.32395275,-0.805845946,0.542949964,0.985584244,1.661205062,0.157470224,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,0.866021227,-0.0240833
-1,0.688737232,0.043209026,-0.15252112,-1.783978455,1.528974679,-0.347964952,-0.216323826,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.3721027,-0.195413339
-1,-1.451932543,-0.083430103,1.187297329,0.542949964,0.985584244,1.661205062,-0.639458691,-1.047503908,1.157144352,1.975546485,1.087908224,0.237827652,-0.319787605,-0.194837117
1,0.688737232,-0.315601839,-0.647037758,0.542949964,0.44219381,-0.347964952,0.456505464,0.954650376,1.157144352,0.53504384,1.087908224,0.237827652,-0.488358468,-0.194837117
-1,0.688737232,1.963902482,2.159243647,0.542949964,0.713889027,2.163497566,-0.664876687,0.954650376,1.157144352,3.621835223,-0.919195184,0.237827652,-0.186093472,-0.170443715
1,0.688737232,-1.30760835,-0.805845946,0.542949964,0.170498593,-0.347964952,-0.141565016,0.954650376,1.157144352,0.53504384,1.087908224,0.237827652,0.976464206,-0.062882255
-1,0.688737232,-0.589986619,1.556174577,0.542949964,0.44219381,-0.347964952,-0.403220851,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,0.441687674,-0.195413339
1,0.688737232,0.093020417,0.149013414,0.542949964,0.985584244,1.661205062,0.979817135,0.954650376,1.157144352,1.975546485,1.087908224,0.237827652,1.301980356,-0.003339305
1,0.688737232,-0.118044798,-0.856101702,0.542949964,0.170498593,-0.347964952,-0.141565016,0.954650376,1.157144352,1.769760393,-0.919195184,0.237827652,-0.883628078,-0.09169336
-1,0.688737232,-0.786699399,-0.864142623,0.542949964,-0.916282276,-0.347964952,-0.627497282,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.557943442,-0.184849267
1,0.688737232,0.859609278,-0.763631111,0.542949964,1.800669896,-0.347964952,0.082711414,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,1.894884772,-0.080168918
-1,0.688737232,0.430724761,-0.554567167,0.542949964,-1.187977493,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.214988927,-0.195413339
-1,0.688737232,-0.484454011,1.62351729,0.542949964,1.528974679,-0.347964952,-0.515359067,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.195029191
1,0.688737232,-0.13915132,-0.587735966,0.542949964,0.170498593,1.661205062,0.63144108,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.441687674,-0.156998532
